Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG;Liability Insurance;Theft Insurance;Premium Insurance;Repair Insurance;Premium Repair Insurance
Tesla;Model S;2014;Electric;952;131950;2;5508;3;TRUE;4;5;47;0;TRUE;138524;TRUE;F;29;$9,990;1;SUV;no;$6,699;1;No;4;0;17;0;2731,54;981,08;1800,156;1226;2029,54
Volkswagen;Jetta;2014;Petrol;175;139097;2;2590;2;TRUE;4;2;43;1;TRUE;33888;FALSE;M;22;$9,190;4;Pickup;no;$2,982;1;No;5;3393;0;1;1212,95;663,4;1108,13;787,5;1167,95
Volkswagen;Golf;2015;Petrol;140;124789;0;5521;1;TRUE;3;2;45;2;TRUE;121880;TRUE;M;44;$19,250;1;Minivan;yes;$7,704;4;No;0;0;9;0;807,605;400;750,647;720;1077,605
Ford;Explorer;2022;Electric;158;14595;0;27040;1;FALSE;2;1;63;1;TRUE;70931;TRUE;M;58;$24,590;9;Minivan;yes;$0;0;No;2;0;15;0;1001,2;749,4;1015,68;679;1133,2
Honda;CR-V;2009;Diesel;241;211675;2;2000;1;FALSE;4;10;35;0;TRUE;33087;FALSE;M;18;$22,950;1;Panel Truck;yes;$0;0;No;6;4363;11;1;1392;740,5;1306,8;870,5;1301
Chevrolet;Malibu;2011;Diesel;399;187112;0;2000;2;TRUE;1;8;44;2;TRUE;48718;FALSE;M;62;$22,390;1;Van;yes;$9,484;4;No;1;0;6;0;1308;469,5;933,2;749,5;1179
Honda;Pilot;2006;Petrol;162;246362;0;2000;2;FALSE;3;13;52;0;TRUE;40706;TRUE;M;5;$26,650;9;Panel Truck;no;$0;0;No;0;0;1;0;834;601;793,6;531;802
Nissan;Altima;2000;Diesel;131;343780;2;2000;2;FALSE;2;22;40;3;TRUE;52210;TRUE;F;9;$10,720;6;SUV;no;$1,995;2;No;0;0;1;0;1322;785,5;1168,8;865,5;1261
Tesla;Model S;2004;Electric;718;292041;0;2000;3;FALSE;5;15;55;0;TRUE;80567;TRUE;M;41;$15,060;9;Minivan;yes;$2,335;1;No;2;0;19;0;1946;779;1288,4;909;1498
Ford;F-150;2009;Petrol;283;207095;0;2000;3;FALSE;4;5;36;1;TRUE;103076;TRUE;F;32;$11,750;1;SUV;no;$0;0;No;2;0;10;0;1126;561,5;940,4;741,5;1133
Volkswagen;Passat;2006;Petrol;272;249038;0;2000;2;FALSE;4;15;46;0;TRUE;63990;FALSE;M;38;$8,410;1;Pickup;yes;$13,251;2;Yes;3;3281;10;1;1054;556;931,6;686;1052
Volkswagen;Passat;2022;Hybrid;133;9482;0;27551;1;FALSE;1;2;48;0;TRUE;28573;TRUE;M;60;$9,160;6;Pickup;yes;$0;0;No;0;0;1;0;903,755;842,01;949,257;516,5;900,755
Ford;Explorer;2011;Petrol;182;179402;0;2000;2;TRUE;3;10;47;0;TRUE;0;TRUE;M;29;$20,430;4;Van;no;$0;0;No;1;0;5;0;774;400;759,6;541;822
Ford;Explorer;2007;Diesel;348;242402;0;2000;2;FALSE;3;6;44;2;TRUE;182620;TRUE;F;24;$14,670;10;SUV;no;$0;0;No;2;0;18;0;1306;594;992,4;824;1268
Volkswagen;Tiguan;2008;Petrol;271;224554;3;2000;4;FALSE;5;7;27;3;TRUE;131567;FALSE;F;32;$8,790;1;Minivan;no;$0;0;No;3;0;1;0;1802;955,5;1480,8;1035,5;1541
Nissan;Sentra;2017;Diesel;285;90821;0;11917;1;TRUE;4;1;48;0;TRUE;105199;FALSE;F;25;$16,970;1;Sports Car;no;$0;0;No;3;0;14;0;1029,585;511,67;911,419;692,5;1114,585
Chevrolet;Equinox;2010;Petrol;414;201254;0;2000;3;FALSE;4;11;45;2;TRUE;11677;FALSE;F;56;$5,240;14;SUV;no;$0;0;No;2;0;5;0;1438;627;1045,2;757;1194
BMW;3 Series;2003;Petrol;183;306260;0;2000;1;FALSE;2;14;55;0;TRUE;61441;TRUE;M;21;$23,120;4;Panel Truck;yes;$0;0;No;0;0;1;0;876;611,5;810,4;541,5;823
Chevrolet;Equinox;2007;Diesel;295;246263;2;2000;1;FALSE;1;13;41;2;FALSE;122572;TRUE;F;17;$14,750;9;Minivan;no;$0;0;No;3;0;13;0;1600;767,5;1350;997,5;1495
Nissan;Pathfinder;2006;Diesel;147;262296;0;2000;1;FALSE;2;1;38;2;TRUE;7619;FALSE;F;36;$22,630;7;SUV;no;$0;0;No;0;0;1;0;904;593,5;781,6;623,5;927
Honda;CR-V;2006;Petrol;210;254074;0;2000;2;FALSE;2;11;39;0;TRUE;140469;TRUE;F;8;$15,550;11;SUV;no;$0;0;No;0;0;13;0;930;525;882;655;990
Nissan;Altima;2013;Diesel;151;161773;1;2000;1;TRUE;4;7;45;0;FALSE;;FALSE;F;16;$16,800;4;SUV;no;$6,524;1;No;1;2580;12;1;912;445,5;934,8;725,5;1071
Honda;Accord;2014;Diesel;124;145375;0;2000;4;FALSE;4;4;40;0;TRUE;;FALSE;M;32;$6,680;4;Pickup;no;$0;0;No;0;0;1;0;758;582;763,2;512;764
Chevrolet;Equinox;2005;Petrol;339;275594;1;2000;2;FALSE;4;15;46;0;FALSE;71869;FALSE;M;53;$30,710;8;Panel Truck;yes;$0;0;No;0;0;15;0;1388;689,5;1185,2;819,5;1259
Chevrolet;Silverado;2022;Hybrid;146;11840;0;27316;1;TRUE;4;2;47;0;TRUE;88078;FALSE;M;50;$16,040;6;Minivan;yes;$2,526;3;No;0;0;7;0;828,58;596,16;908,012;523;912,58
Chevrolet;Silverado;2003;Petrol;286;306215;0;2000;4;FALSE;2;18;44;0;TRUE;86510;FALSE;M;40;$31,300;3;Panel Truck;yes;$8,898;1;No;0;0;9;0;1082;563;942,8;693;1066
Tesla;Model 3;2013;Electric;935;151017;2;2000;3;FALSE;2;2;47;0;TRUE;90802;TRUE;F;16;$15,280;7;SUV;no;$0;0;No;2;0;6;0;2780;1087,5;1862;1117,5;1855
Honda;Civic;2000;Petrol;176;337102;2;2000;1;FALSE;5;17;50;0;TRUE;93870;TRUE;M;60;$27,140;7;Panel Truck;yes;$5,841;2;No;3;7911;1;1;1262;808;1204,8;738;1096
Ford;Escape;2014;Petrol;312;132070;0;3293;3;TRUE;4;1;63;0;TRUE;39247;TRUE;M;47;$20,960;1;SUV;yes;$0;0;No;0;0;8;0;1040,465;438,93;872,651;706;1098,465
Ford;Explorer;2015;Petrol;365;125770;0;5422;1;TRUE;5;5;50;0;TRUE;0;TRUE;F;27;$18,080;4;SUV;no;$0;0;No;0;0;18;0;1157,11;486,72;929,954;732,5;1162,11
Nissan;Sentra;2023;Diesel;294;5000;0;29500;1;TRUE;2;1;54;0;TRUE;17050;FALSE;M;33;$8,600;7;Minivan;yes;$0;0;No;0;0;5;0;1135,5;692;1041,7;597;1071,5
Volkswagen;Golf;2010;Petrol;285;194648;2;2000;3;FALSE;5;10;41;2;TRUE;47937;FALSE;F;16;$24,250;1;Minivan;no;$0;0;Yes;1;0;3;0;1580;862,5;1292;892,5;1345
Toyota;Highlander;2007;Hybrid;290;228373;0;2000;2;FALSE;4;13;61;0;FALSE;79528;TRUE;F;5;$21,160;10;Sports Car;no;$0;0;No;0;0;15;0;1090;565;946;695;1070
Chevrolet;Silverado;2005;Petrol;222;262947;0;2000;4;FALSE;2;18;38;0;TRUE;21001;FALSE;F;50;$14,990;1;SUV;no;$6,055;1;No;5;2746;9;1;954;531;891,6;661;1002
Ford;Explorer;2020;Electric;301;43984;0;21101;1;FALSE;1;2;45;2;TRUE;20094;TRUE;M;30;$23,470;4;Panel Truck;yes;$5,162;1;No;0;0;1;0;1307,505;861,51;1038,507;700,5;1176,505
Ford;Escape;2001;Petrol;405;327704;2;2000;4;FALSE;5;20;36;2;TRUE;24187;TRUE;M;83;$10,620;10;Minivan;no;$0;0;No;3;0;1;0;1820;922,5;1388;952,5;1465
Chevrolet;Malibu;2017;Diesel;363;91648;0;11835;1;TRUE;5;6;34;1;TRUE;0;TRUE;F;17;$4,900;1;SUV;no;$0;0;No;3;960;9;1;1235,175;549,85;973,245;781,5;1262,175
Honda;Accord;2017;Hybrid;173;91332;0;11866;1;TRUE;2;4;42;2;TRUE;7313;TRUE;F;25;$14,300;17;SUV;no;$27,090;1;No;5;0;9;0;905,33;455,16;821,462;736,5;1142,33
Volkswagen;Jetta;2017;Electric;182;88524;0;12147;1;TRUE;2;4;55;0;TRUE;45954;FALSE;F;92;$7,280;7;SUV;no;$5,252;2;No;0;0;1;0;824,735;562,47;780,629;541;872,735
Honda;Accord;2012;Petrol;276;167463;2;2000;1;TRUE;1;4;54;0;TRUE;167400;TRUE;M;35;$27,710;3;Panel Truck;no;$0;0;No;0;0;5;0;1362;608;1234,8;788;1196
Nissan;Sentra;2015;Petrol;147;122345;0;5765;1;FALSE;3;6;36;3;TRUE;0;TRUE;M;30;$5,100;1;Pickup;yes;$0;0;Yes;0;0;7;0;972,825;531,15;857,955;673,5;1015,825
Tesla;Model 3;2009;Electric;516;204350;1;2000;4;FALSE;3;15;38;0;TRUE;71179;TRUE;M;19;$17,560;3;Van;yes;$0;0;No;5;2468;7;1;1742;778;1326,8;808;1296
BMW;5 Series;2012;Diesel;410;164800;0;2000;1;FALSE;4;5;45;2;TRUE;21335;FALSE;F;21;$8,130;3;SUV;no;$7,852;1;No;10;1856;1;1;1430;725;992;755;1190
Honda;Pilot;2022;Diesel;176;19191;0;26580;1;FALSE;3;2;51;0;TRUE;115325;TRUE;M;40;$26,980;9;Minivan;no;$0;0;Yes;1;0;10;0;984,9;753,8;1026,86;638;1078,9
Tesla;Model S;2015;Electric;844;127925;0;8679;1;TRUE;3;4;39;0;FALSE;94059;TRUE;M;33;$5,300;9;Pickup;yes;$4,914;3;No;7;0;6;0;2131,395;758,79;1335,953;872;1517,395
BMW;3 Series;2023;Diesel;184;8286;0;48619;1;FALSE;4;1;28;0;TRUE;23553;FALSE;F;38;$18,820;1;SUV;no;$0;0;No;2;6387;0;1;1111,095;1078,19;1137,533;542;1057,095
Ford;Mustang;2014;Petrol;290;121233;0;4376;2;TRUE;5;2;46;1;TRUE;49680;FALSE;M;50;$6,100;3;Pickup;no;$2,986;3;No;0;7145;5;1;1051,88;438,76;862,632;645;1011,88
Ford;F-150;2016;Diesel;182;108173;0;8682;1;TRUE;1;5;68;0;TRUE;67371;TRUE;M;14;$15,820;3;SUV;yes;$0;0;No;4;0;11;0;1007,41;427,82;806,374;641;995,41
Ford;Mustang;2008;Diesel;221;231615;1;2000;4;FALSE;5;9;54;0;TRUE;52206;TRUE;M;36;$12,120;4;Minivan;yes;$1,520;3;No;8;5126;5;1;1152;630,5;1090,8;660,5;1001
Ford;Explorer;2006;Petrol;268;254282;1;2000;4;FALSE;5;4;37;1;TRUE;18651;FALSE;M;19;$7,070;9;Pickup;no;$0;0;No;1;0;1;0;1296;754;1078,4;734;1118
Tesla;Model Y;2016;Electric;804;106257;0;14790;1;TRUE;1;2;55;0;TRUE;240198;TRUE;F;31;$31,020;1;Minivan;no;$0;0;Yes;3;0;1;0;2081,95;899,9;1296,73;852;1507,95
Nissan;Rogue;2017;Electric;197;97099;0;11290;1;TRUE;4;1;43;0;TRUE;120386;TRUE;F;25;$17,840;14;SUV;no;$0;0;No;4;0;8;0;850,45;461,4;836,63;648,5;1023,45
Ford;Explorer;2011;Diesel;425;179832;3;2000;4;TRUE;1;11;46;0;FALSE;;FALSE;M;53;$14,620;7;Minivan;yes;$2,476;2;No;5;6988;1;1;1860;882,5;1504;962,5;1485
BMW;X5;2016;Hybrid;419;106874;0;14687;1;FALSE;1;7;45;2;TRUE;30403;TRUE;F;41;$9,040;11;SUV;no;$4,994;1;No;0;0;4;0;1511,435;856,37;1088,009;759,5;1262,435
Nissan;Pathfinder;2019;Diesel;170;60943;0;17905;1;TRUE;2;5;38;3;TRUE;90487;FALSE;F;58;$14,350;16;SUV;no;$0;0;No;0;0;12;0;979,525;514,05;861,335;785;1239,525
BMW;X5;2018;Hybrid;456;66048;0;26492;1;TRUE;3;4;41;1;TRUE;0;TRUE;F;19;$8,760;11;SUV;no;$6,307;2;No;7;0;14;0;1494,46;742,92;1150,244;828;1428,46
Chevrolet;Silverado;2014;Diesel;403;142996;3;2200;1;TRUE;2;9;38;1;TRUE;105307;FALSE;M;39;$30,260;1;Panel Truck;yes;$5,255;2;No;3;1696;8;1;1867;773,5;1537,8;1101,5;1674
Chevrolet;Equinox;2012;Diesel;143;159139;1;2000;1;TRUE;1;2;46;0;TRUE;68485;FALSE;M;13;$18,820;16;Van;no;$7,848;1;No;0;5102;13;1;896;441,5;928,4;721,5;1063
Ford;Escape;2011;Petrol;281;182309;0;2000;1;TRUE;3;4;47;0;TRUE;30960;TRUE;F;31;$8,720;1;SUV;no;$34,027;3;No;8;0;4;0;972;510,5;788,8;590,5;921
Honda;Pilot;2015;Petrol;123;131964;0;4803;1;FALSE;1;5;56;2;TRUE;67783;TRUE;M;29;$23,520;5;Panel Truck;no;$0;0;No;4;58851;11;1;870,015;509,53;832,021;711,5;1057,015
BMW;X5;2000;Diesel;198;343567;0;2000;2;FALSE;4;8;29;0;TRUE;0;TRUE;F;15;$4,640;1;Sports Car;no;$8,658;2;No;2;0;5;0;906;519;872,4;549;838
Chevrolet;Silverado;2005;Petrol;150;269238;1;2000;2;FALSE;3;14;48;0;TRUE;62617;FALSE;M;37;$14,640;1;Minivan;yes;$0;0;No;0;0;17;0;1010;595;1034;725;1070
Volkswagen;Golf;2011;Diesel;284;181632;1;2000;2;FALSE;1;4;55;0;FALSE;77531;FALSE;M;28;$14,750;4;Minivan;no;$0;0;No;2;0;11;0;1278;662;1141,2;792;1204
Chevrolet;Equinox;2001;Diesel;339;336022;1;2000;2;FALSE;1;4;48;0;TRUE;29552;TRUE;M;18;$25,250;6;Minivan;yes;$3,465;3;No;0;0;0;0;1388;789,5;1135,2;719,5;1119
Toyota;Highlander;2007;Petrol;250;249285;1;2000;3;FALSE;4;9;41;2;FALSE;71600;FALSE;F;35;$14,910;4;SUV;no;$0;0;No;4;0;5;0;1310;645;1114;775;1170
Toyota;Highlander;2011;Hybrid;229;187337;1;2000;4;TRUE;1;8;37;2;TRUE;116092;FALSE;F;51;$33,760;1;Minivan;no;$2,491;2;No;7;6261;9;1;1168;484,5;997,2;864,5;1289
Toyota;Camry;2003;Hybrid;124;295575;2;2000;3;FALSE;4;2;36;0;TRUE;;FALSE;F;35;$13,980;6;SUV;no;$0;0;No;0;0;1;0;1158;782;1163,2;712;1044
Ford;Explorer;2016;Diesel;322;107847;0;8715;1;TRUE;5;6;30;1;FALSE;44609;FALSE;F;24;$8,960;1;Sports Car;no;$0;0;Yes;0;5452;1;1;1137,575;598,15;868,605;661;1065,575
BMW;5 Series;2023;Hybrid;338;5000;0;49166;1;TRUE;5;1;42;0;FALSE;;TRUE;F;33;$5,700;11;SUV;no;$0;0;No;2;0;11;0;1321,83;910,66;1214,562;719;1353,83
BMW;X3;2002;Petrol;181;314765;3;2000;1;FALSE;2;4;40;0;TRUE;61105;TRUE;M;23;$13,780;10;Minivan;yes;$5,014;4;No;0;3022;22;1;1472;810,5;1458,8;940,5;1381
Chevrolet;Silverado;2004;Diesel;269;282306;0;2000;4;FALSE;1;7;43;0;TRUE;69071;FALSE;M;29;$13,400;6;Minivan;no;$0;0;No;1;2819;12;1;1048;554,5;929,2;684,5;1049
Chevrolet;Equinox;2015;Diesel;319;121948;0;5805;1;TRUE;3;1;48;0;TRUE;78990;FALSE;M;20;$11,420;12;Pickup;yes;$4,701;3;No;0;0;11;0;1067,025;467,55;895,835;709,5;1118,025
Honda;CR-V;2005;Petrol;200;260447;2;2000;2;FALSE;2;8;54;0;TRUE;101307;TRUE;M;9;$14,270;1;Minivan;no;$0;0;No;0;0;12;0;1310;720;1274;850;1260
Nissan;Pathfinder;2001;Petrol;159;332359;0;2000;4;FALSE;5;6;33;2;TRUE;60707;TRUE;F;43;$10,870;1;Sports Car;no;$2,714;2;No;3;3976;12;1;928;499,5;841,2;729,5;1079
BMW;X5;2018;Hybrid;473;70940;0;25676;1;TRUE;4;4;46;0;TRUE;45100;FALSE;F;18;$10,610;1;SUV;no;$37,157;2;Yes;0;0;13;0;1474,38;743,26;1158,132;786,5;1371,38
Chevrolet;Equinox;2019;Diesel;177;63945;0;17605;1;TRUE;1;1;53;0;TRUE;73926;TRUE;M;29;$12,970;1;Minivan;yes;$0;0;No;5;0;19;0;842,025;514,55;864,835;638,5;1035,025
Chevrolet;Tahoe;2008;Petrol;280;228589;0;2000;4;FALSE;1;6;29;0;TRUE;22428;TRUE;M;29;$3,170;1;Minivan;yes;$953;3;No;5;0;1;0;1070;660;888;590;920
Honda;Accord;2000;Petrol;185;339877;1;2000;3;FALSE;3;9;50;0;TRUE;93034;FALSE;F;30;$6,600;1;Sports Car;no;$7,013;2;No;0;0;19;0;1080;612,5;1062;742,5;1105
Nissan;Rogue;2001;Petrol;260;326961;0;2000;2;FALSE;4;13;39;0;TRUE;;FALSE;M;24;$16,750;1;Minivan;no;$3,261;1;No;5;0;14;0;1030;550;922;680;1040
Nissan;Sentra;2017;Hybrid;187;98541;0;11145;1;TRUE;3;3;39;3;TRUE;48741;TRUE;M;31;$32,530;17;Panel Truck;no;$0;0;No;0;0;21;0;979,725;454,95;827,615;793,5;1222,725
Chevrolet;Equinox;2022;Diesel;336;15785;0;26921;1;TRUE;1;1;54;0;TRUE;53908;TRUE;M;46;$19,970;11;Van;yes;$0;0;No;0;0;1;0;1206,605;787,21;1007,247;618;1100,605
Chevrolet;Silverado;2019;Diesel;151;55189;0;18481;1;TRUE;4;1;37;0;TRUE;102272;FALSE;F;15;$8,520;1;SUV;no;$0;0;No;0;0;14;0;794,405;510,31;850,167;625,5;1013,405
Nissan;Altima;2008;Diesel;184;222059;2;2000;3;FALSE;2;9;54;0;TRUE;;FALSE;F;50;$19,440;1;Sports Car;no;$3,152;2;No;7;8378;13;1;1278;712;1261,2;842;1244
Ford;Escape;2015;Petrol;161;123923;0;5607;1;TRUE;3;4;46;1;TRUE;45298;TRUE;M;8;$14,660;6;Minivan;yes;$0;0;No;0;0;16;0;800,035;400;768,049;680,5;1029,035
Nissan;Pathfinder;2003;Diesel;278;299542;2;2000;3;FALSE;4;9;39;2;TRUE;0;TRUE;F;27;$8,490;1;SUV;no;$0;0;No;0;0;6;0;1566;759;1336,4;889;1338
Chevrolet;Equinox;2005;Petrol;344;261832;0;2000;3;FALSE;1;10;52;0;TRUE;11545;FALSE;F;22;$26,900;3;SUV;no;$0;0;No;3;721;1;1;1198;692;939,2;622;984
BMW;5 Series;2020;Diesel;342;50535;0;34077;1;TRUE;3;1;41;3;TRUE;73581;TRUE;F;12;$8,860;4;Sports Car;no;$2,680;1;No;9;7491;11;1;1404,385;761,77;1112,139;871;1492,385
Honda;Civic;2011;Diesel;275;184173;0;2000;3;TRUE;4;9;47;0;TRUE;99175;TRUE;F;33;$26,730;1;Pickup;no;$0;0;No;1;0;21;0;960;407,5;834;687,5;1055
BMW;X3;2023;Hybrid;298;5000;0;49166;1;FALSE;4;1;41;0;TRUE;28034;FALSE;M;41;$8,400;6;Pickup;no;$31,812;2;No;2;0;7;0;1341,83;1040,66;1282,562;599;1173,83
Volkswagen;Golf;2002;Diesel;152;313758;0;2000;3;FALSE;2;14;37;3;TRUE;88137;TRUE;M;52;$17,680;4;Van;yes;$25,208;2;Yes;0;5847;14;1;964;496;835,6;776;1142
Volkswagen;Jetta;2019;Electric;245;60490;0;17951;1;TRUE;3;3;44;3;TRUE;53303;TRUE;F;43;$11,230;1;Sports Car;no;$4,444;2;No;3;5458;8;1;1129,755;552,01;921,657;822,5;1314,755
Nissan;Altima;2013;Diesel;190;150652;0;2000;4;FALSE;1;1;53;0;TRUE;21665;TRUE;F;40;$8,970;6;SUV;no;$0;0;No;3;0;4;0;890;615;816;545;830
Tesla;Model 3;2012;Electric;329;173057;3;2000;1;TRUE;5;10;35;0;TRUE;52277;TRUE;M;41;$26,840;3;Minivan;no;$0;0;No;0;0;1;0;1668;834,5;1427,2;914,5;1389
Honda;Civic;2015;Petrol;167;118003;0;6199;1;FALSE;3;3;40;1;TRUE;41002;FALSE;F;47;$12,090;1;SUV;no;$0;0;No;0;0;1;0;914,995;645,49;826,993;583,5;897,995
Tesla;Model X;2016;Electric;873;106226;0;14795;1;TRUE;2;7;43;3;TRUE;36436;FALSE;F;46;$31,000;1;Pickup;no;$0;0;Yes;5;7199;1;1;2369,975;934,45;1351,965;1036,5;1786,975
Toyota;Camry;2019;Hybrid;175;51691;0;18830;1;TRUE;4;3;45;3;TRUE;26627;TRUE;F;67;$12,820;4;SUV;no;$0;0;No;0;0;1;0;994,15;625,8;821,81;687,5;1109,15
Ford;Mustang;2015;Petrol;173;123974;0;5602;1;TRUE;5;7;51;0;TRUE;104756;TRUE;M;80;$17,080;6;Van;yes;$25,979;2;No;3;0;12;0;774,01;400;777,614;636,5;971,01
Chevrolet;Equinox;2019;Hybrid;223;64570;0;17543;1;FALSE;4;2;38;0;TRUE;14525;FALSE;F;26;$28,820;10;Pickup;no;$0;0;Yes;1;0;13;0;1033,715;686,93;1001,201;661,5;1080,715
Tesla;Model S;2021;Electric;394;31167;0;39805;1;TRUE;3;1;51;0;TRUE;44977;TRUE;M;41;$13,540;1;Minivan;yes;$29,883;1;No;0;0;1;0;1387,025;945,05;1143,835;647;1223,025
Volkswagen;Tiguan;2019;Diesel;141;59959;0;18004;1;TRUE;2;3;34;3;TRUE;17949;TRUE;M;65;$20,060;17;Minivan;yes;$10,821;4;No;6;0;10;0;922,02;500,54;838,828;770,5;1211,02
Nissan;Altima;2004;Petrol;129;282049;0;2000;3;FALSE;5;8;49;0;TRUE;0;FALSE;M;60;$6,540;4;Pickup;yes;$0;0;No;0;0;1;0;768;584,5;767,2;514,5;769
Toyota;Corolla;2019;Hybrid;198;62639;0;17736;1;FALSE;5;4;53;0;TRUE;74061;TRUE;M;70;$30,850;1;Panel Truck;no;$0;0;No;0;0;11;0;984,68;676,36;982,552;649;1056,68
Toyota;Camry;2007;Petrol;281;242968;0;2000;2;FALSE;1;6;54;0;TRUE;52722;FALSE;M;55;$21,390;6;Van;yes;$0;0;No;0;6093;1;1;1072;660,5;888,8;590,5;921
Volkswagen;Golf;2011;Diesel;127;174845;3;2000;4;FALSE;4;5;50;0;TRUE;87083;FALSE;M;47;$20,590;1;Van;no;$0;0;No;4;0;11;0;1364;783,5;1415,6;913,5;1327
Nissan;Pathfinder;2016;Electric;137;107697;0;8730;1;TRUE;1;5;47;0;TRUE;27192;TRUE;F;22;$4,220;4;Sports Car;no;$0;0;No;0;0;0;0;717,65;505,8;720,71;518,5;810,65
Chevrolet;Silverado;2009;Petrol;312;210138;1;2000;2;FALSE;4;9;48;0;TRUE;63419;FALSE;M;38;$14,950;13;Minivan;yes;$0;0;No;0;0;10;0;1334;676;1163,6;806;1232
Chevrolet;Malibu;2003;Petrol;416;298458;3;2000;2;FALSE;2;5;50;0;TRUE;42226;TRUE;F;61;$6,500;9;Sports Car;no;$43,963;2;Yes;0;4477;1;1;1942;1028;1596,8;958;1476
Chevrolet;Malibu;2012;Diesel;326;165559;0;2000;4;TRUE;5;2;35;0;TRUE;96291;FALSE;F;46;$14,320;15;SUV;no;$3,597;2;No;5;1700;5;1;1062;433;874,8;613;966
Tesla;Model Y;2009;Electric;606;212349;1;2000;1;FALSE;4;11;34;1;TRUE;115617;TRUE;M;17;$13,060;7;Minivan;yes;$0;0;No;0;0;18;0;1972;823;1398,8;1003;1596
Chevrolet;Malibu;2007;Petrol;176;236521;0;2000;1;FALSE;4;7;41;0;TRUE;78284;FALSE;F;32;$28,760;11;Minivan;no;$0;0;No;0;0;16;0;862;508;854,8;638;956
BMW;5 Series;2017;Electric;332;91179;0;19803;1;TRUE;1;6;43;0;TRUE;80267;FALSE;M;32;$9,530;1;Minivan;yes;$0;0;No;0;0;0;0;1163,015;714,03;954,221;616;1061,015
Volkswagen;Tiguan;2022;Hybrid;196;9297;0;27570;1;TRUE;4;1;45;2;TRUE;30415;TRUE;F;39;$9,040;6;SUV;no;$3,456;2;No;3;0;1;0;1029,85;723,7;899,79;648;1103,85
Chevrolet;Equinox;2001;Petrol;377;328576;0;2000;2;FALSE;5;16;54;0;TRUE;88903;TRUE;M;32;$31,810;10;Panel Truck;yes;$4,507;4;No;0;0;0;0;1264;708,5;965,6;638,5;1017
BMW;X5;2005;Diesel;481;272106;0;2000;3;FALSE;3;15;34;2;TRUE;0;TRUE;F;26;$4,900;7;SUV;no;$0;0;No;2;1443;1;1;1572;760,5;1048,8;790,5;1261
Honda;CR-V;2015;Diesel;159;119205;0;6079;1;TRUE;4;9;19;0;TRUE;3871;TRUE;F;49;$3,790;10;Sports Car;no;$0;0;No;4;4386;5;1;948,395;400;769,753;529,5;819,395
Nissan;Altima;2017;Diesel;120;78462;0;13153;1;TRUE;2;6;51;0;TRUE;16818;TRUE;M;19;$39,520;6;Panel Truck;yes;$0;0;No;0;0;1;0;705,765;541,53;738,071;510;815,765
Chevrolet;Tahoe;2011;Diesel;214;179431;2;2000;3;TRUE;5;7;50;0;TRUE;28299;TRUE;F;40;$21,330;6;SUV;no;$0;0;No;1;0;11;0;1238;577;1185,2;857;1274
Honda;Civic;2013;Diesel;240;151930;2;2000;1;TRUE;1;9;40;2;TRUE;63913;FALSE;M;5;$5,500;13;Pickup;yes;$1,896;1;No;1;3549;1;1;1390;690;1156;870;1300
Tesla;Model X;2013;Electric;401;145244;2;2000;4;TRUE;5;10;38;3;TRUE;45468;TRUE;F;30;$30,600;7;Pickup;no;$38,664;2;Yes;2;0;10;0;1762;670,5;1334,8;1100,5;1671
Nissan;Pathfinder;2013;Petrol;288;151589;1;2000;1;TRUE;1;10;45;0;FALSE;19599;FALSE;F;43;$11,950;1;Sports Car;no;$0;0;No;0;0;1;0;1186;614;994,4;694;1068
Honda;Accord;2021;Diesel;242;32268;0;23773;1;TRUE;5;1;37;2;TRUE;158489;TRUE;F;58;$5,200;1;SUV;no;$0;0;No;1;1137;16;1;1102,865;608,73;960,011;771;1270,865
Ford;Escape;2006;Diesel;268;251284;0;2000;2;FALSE;5;11;43;4;TRUE;0;FALSE;F;44;$14,080;6;SUV;no;$3,073;1;No;1;3211;7;1;1246;554;928,4;784;1188
Ford;Mustang;2010;Petrol;150;195013;3;2000;2;FALSE;1;14;41;0;TRUE;112913;TRUE;M;40;$16,890;1;Van;yes;$0;0;No;0;0;8;0;1410;795;1434;925;1350
BMW;X3;2018;Hybrid;265;73020;0;25329;1;TRUE;2;6;59;0;TRUE;35158;TRUE;F;23;$10,920;1;SUV;no;$0;0;No;0;0;7;0;1056,645;635,79;989,303;582,5;1021,645
Honda;Pilot;2011;Diesel;227;181057;1;2000;3;TRUE;4;11;46;0;TRUE;35384;TRUE;F;53;$11,880;4;Sports Car;no;$0;0;No;5;0;12;0;1064;483,5;995,6;763,5;1147
Ford;Mustang;2001;Diesel;446;321790;1;2000;2;FALSE;3;7;41;2;TRUE;3228;TRUE;F;6;$5,600;1;SUV;no;$793;1;No;4;0;0;0;1702;843;1220,8;873;1366
Nissan;Pathfinder;2013;Diesel;145;144355;2;2000;1;TRUE;4;11;40;3;TRUE;58914;FALSE;M;14;$16,220;1;Van;no;$9,216;2;No;2;4623;10;1;1250;542,5;1130;972,5;1415
