Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;ID;FIRST_NAME;LAST_NAME;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG
BMW;5 Series;2021;Diesel;213;24516;0;40914;1;TRUE;4;2;313032853;;;43;2;TRUE;$6,324;TRUE;M;58;$13,180;1;Minivan;yes;$0;0;No;0;$5,209;1;1
BMW;X3;2020;Diesel;382;47080;0;34653;1;TRUE;1;3;366348938;;;46;0;TRUE;$24,139;FALSE;M;41;$8,510;3;Pickup;no;$5,233;2;No;2;$6,969;1;1
Volkswagen;Passat;2006;Diesel;123;256875;1;2000;2;FALSE;5;8;113730746;;;46;0;TRUE;$19,139;TRUE;M;27;$17,200;4;Minivan;no;$0;0;Yes;1;$0;;0
Honda;Civic;2015;Petrol;216;120090;0;5991;1;TRUE;1;4;853538977;;;38;3;TRUE;$107,827;TRUE;M;5;$27,800;1;Panel Truck;no;$0;0;No;3;$0;13;0
Ford;F-150;2002;Petrol;192;311889;2;2000;1;FALSE;2;2;542281799;;;63;0;TRUE;$19,205;TRUE;F;38;$9,200;1;Sports Car;no;$0;0;No;0;$0;3;0
Tesla;Model Y;2015;Electric;341;114348;0;10941;1;FALSE;1;9;67299017;;;48;0;TRUE;$556;TRUE;F;21;$13,920;13;SUV;no;$6,091;2;No;4;$0;1;0
Toyota;Corolla;2021;Electric;153;25710;0;24429;1;TRUE;5;1;995033150;;;42;0;TRUE;$69,766;TRUE;F;24;$12,330;1;SUV;no;$0;0;No;2;$0;14;0
Volkswagen;Tiguan;2021;Diesel;176;22152;0;24784;1;TRUE;1;1;193426980;;;42;0;TRUE;$67,003;FALSE;M;11;$22,660;3;Panel Truck;no;$0;0;No;0;$0;1;0
Nissan;Sentra;2015;Diesel;132;126024;0;5397;1;FALSE;3;6;123446475;;;48;0;TRUE;$0;TRUE;F;13;$1,500;1;Sports Car;no;$1,061;4;No;0;$0;1;0
Ford;Explorer;2012;Petrol;397;170034;0;2000;2;TRUE;5;3;470760964;;;50;0;TRUE;$130,563;TRUE;F;5;$14,560;10;SUV;no;$0;0;No;0;$0;13;0
Tesla;Model X;2017;Electric;376;95388;0;19101;1;FALSE;5;6;79969831;;;55;0;TRUE;$81,427;FALSE;F;7;$20,320;8;Pickup;no;$21,548;2;Yes;2;$5,413;17;1
Chevrolet;Silverado;2011;Diesel;349;170791;1;2000;1;TRUE;4;12;146619958;;;49;0;TRUE;$88,696;FALSE;M;18;$28,600;17;Panel Truck;no;$0;0;No;1;$0;14;0
Honda;CR-V;2002;Diesel;142;309786;1;2000;3;FALSE;1;11;899689079;;;42;4;TRUE;$0;FALSE;F;60;$9,170;6;SUV;no;$3,799;1;No;7;$0;1;0
Tesla;Model 3;2004;Electric;779;277029;0;2000;4;FALSE;5;8;265445715;;;50;0;TRUE;$187,677;TRUE;F;5;$42,190;10;Minivan;no;$0;0;No;0;$0;11;0
Honda;CR-V;2016;Diesel;123;108769;0;8623;1;TRUE;4;8;342185656;;;47;0;TRUE;$113,356;TRUE;F;9;$16,580;6;Pickup;no;$0;0;No;0;$1,546;16;1
BMW;5 Series;2015;Diesel;356;128269;0;8621;1;FALSE;4;3;956221255;;;29;1;TRUE;$95,884;FALSE;F;16;$31,520;4;Minivan;no;$4,394;1;No;5;$0;11;0
Ford;F-150;2003;Diesel;236;296360;2;2000;3;FALSE;3;16;79121046;;;39;2;TRUE;$40,259;TRUE;M;35;$18,040;7;Van;yes;$0;0;Yes;1;$6,457;11;1
Volkswagen;Tiguan;2003;Petrol;232;291584;0;2000;1;FALSE;4;8;867204089;;;43;3;TRUE;$61,852;TRUE;F;30;$12,260;11;Minivan;no;$0;0;No;0;$0;1;0
Ford;F-150;2012;Petrol;178;154946;1;2000;2;TRUE;3;2;249635200;;;49;0;TRUE;$72,106;TRUE;M;5;$15,730;1;Minivan;yes;$0;0;No;0;$0;16;0
BMW;5 Series;2014;Petrol;397;129852;0;5857;2;TRUE;3;9;82800130;;;55;0;TRUE;$70,460;TRUE;F;35;$21,420;1;SUV;no;$6,440;1;No;0;$2,301;8;1
Tesla;Model Y;2014;Electric;918;136099;0;4816;2;TRUE;3;9;581341389;;;31;1;TRUE;$65,048;TRUE;F;21;$13,240;13;Minivan;no;$18,524;1;Yes;1;$0;5;0
BMW;X3;2014;Diesel;217;126153;1;6474;2;TRUE;2;8;372359404;;;38;0;FALSE;$140,599;TRUE;M;26;$19,360;1;Van;yes;$0;0;No;0;$0;10;0
Ford;F-150;2020;Diesel;213;39170;0;21583;1;TRUE;3;2;739059457;;;39;0;TRUE;$29,149;TRUE;M;34;$8,310;17;Pickup;no;$0;0;No;3;$0;1;0
Volkswagen;Golf;2023;Electric;277;5000;0;29500;1;FALSE;4;1;62989973;;;45;3;TRUE;$89,161;TRUE;F;25;$6,000;1;SUV;no;$0;0;No;1;$0;9;0
Volkswagen;Golf;2023;Hybrid;283;5000;0;29500;1;TRUE;4;1;813047682;;;43;0;TRUE;$54,067;TRUE;M;5;$6,910;6;Pickup;yes;$7,076;4;No;0;$1,647;1;1
BMW;X5;2014;Petrol;216;135471;0;4921;2;FALSE;2;8;765242697;;;34;3;TRUE;$165,026;TRUE;F;29;$20,100;1;Minivan;no;$0;0;Yes;0;$0;17;0
BMW;X5;2012;Petrol;255;168508;0;2000;4;TRUE;1;2;136051346;;;48;0;FALSE;$64,286;FALSE;F;37;$45,130;7;Panel Truck;no;$4,423;2;No;7;$0;15;0
Chevrolet;Equinox;2000;Petrol;261;347811;1;2000;4;FALSE;3;23;488543208;;;48;0;TRUE;$192,843;FALSE;M;45;$30,220;7;Panel Truck;no;$6,015;2;No;4;$0;15;0
Tesla;Model S;2015;Electric;592;120616;0;9897;1;FALSE;5;5;835529663;;;54;0;TRUE;;TRUE;F;27;$33,200;7;SUV;no;$0;0;No;1;$0;7;0
BMW;X5;2015;Petrol;322;125931;0;9011;1;TRUE;1;1;323954134;;;45;0;TRUE;$42,127;FALSE;M;44;$25,290;11;Panel Truck;yes;$0;0;No;0;$0;;0
Toyota;Camry;2022;Electric;140;11591;0;27340;1;FALSE;2;1;665774189;;;32;3;TRUE;$67,399;TRUE;M;33;$11,520;7;Pickup;yes;$0;0;No;0;$2,457;21;1
Tesla;Model 3;2003;Electric;344;300876;0;2000;3;FALSE;2;3;630392631;;;38;3;TRUE;$0;TRUE;F;46;$22,380;1;SUV;no;$2,531;3;No;4;$0;1;0
Chevrolet;Tahoe;2022;Hybrid;249;9343;0;27565;1;TRUE;2;1;725452278;;;35;3;TRUE;$109,104;FALSE;F;68;$5,000;10;SUV;no;$3,349;1;No;6;$5,928;13;1
Ford;Explorer;2016;Electric;442;103802;0;9119;1;TRUE;3;3;162022215;;;48;0;TRUE;$64,049;TRUE;M;42;$22,930;3;Panel Truck;yes;$0;0;No;0;$3,982;17;1
BMW;X5;2013;Petrol;183;152332;0;2000;2;TRUE;3;7;590017124;;;50;0;TRUE;$138,304;TRUE;F;54;$20,330;13;Minivan;no;$0;0;No;0;$0;15;0
Toyota;Highlander;2002;Hybrid;209;314159;0;2000;3;FALSE;4;5;799470114;;;66;0;TRUE;$47,667;TRUE;F;11;$14,500;3;Sports Car;no;$0;0;No;2;$0;12;0
Chevrolet;Equinox;2015;Diesel;326;120666;0;5933;1;TRUE;1;1;979856160;;;48;0;TRUE;$133,493;TRUE;M;82;$9,820;1;SUV;no;$0;0;No;4;$0;;0
Volkswagen;Passat;2015;Petrol;144;123865;0;5613;1;TRUE;5;2;198801283;;;56;0;TRUE;$114,731;TRUE;M;18;$20,820;9;Van;no;$2,569;1;No;3;$0;10;0
BMW;X5;2005;Petrol;262;272179;1;2000;3;FALSE;2;16;450197593;;;25;0;TRUE;$118,074;TRUE;M;26;$15,810;6;Minivan;yes;$0;0;Yes;2;$0;10;0
Honda;Accord;2001;Petrol;140;335302;1;2000;2;FALSE;5;3;705448628;;;39;0;TRUE;$80,021;FALSE;M;41;$9,500;10;Pickup;yes;$7,014;3;No;3;$0;13;0
Ford;Escape;2011;Diesel;242;183792;0;2000;2;FALSE;2;2;687850238;;;43;1;TRUE;$43,574;FALSE;F;21;$20,550;11;Sports Car;no;$5,769;1;No;1;$1,119;1;1
Tesla;Model S;2007;Electric;582;233675;0;2000;4;FALSE;2;5;27875325;;;42;2;TRUE;$134,729;FALSE;F;25;$18,080;1;SUV;no;$0;0;Yes;0;$0;13;0
Volkswagen;Passat;2017;Diesel;167;95491;0;11450;1;TRUE;5;5;912419873;;;40;0;TRUE;$19,905;TRUE;F;29;$7,400;9;SUV;no;$1,412;1;No;0;$0;1;0
Chevrolet;Equinox;2008;Diesel;345;220590;3;2000;1;FALSE;3;10;909134973;;;45;0;TRUE;$103,249;FALSE;M;6;$31,920;1;Panel Truck;yes;$0;0;No;0;$0;13;0
Nissan;Altima;2003;Diesel;210;302661;0;2000;3;FALSE;4;12;361358933;;;42;3;TRUE;$58,283;TRUE;F;25;$15,060;6;SUV;no;$0;0;Yes;0;$0;;0
Toyota;Highlander;2001;Petrol;122;329797;1;2000;4;FALSE;3;22;553736065;;;47;0;TRUE;$61,352;TRUE;F;47;$33,510;6;Van;no;$1,893;1;No;4;$4,378;12;1
Volkswagen;Golf;2015;Petrol;136;127486;0;5251;1;TRUE;5;8;800627713;;;46;0;FALSE;$44,041;TRUE;M;51;$20,340;1;Van;yes;$7,813;3;No;3;$0;10;0
Tesla;Model X;2020;Electric;344;46114;0;34814;1;TRUE;5;1;603529951;;;62;0;FALSE;$0;TRUE;F;39;$28,120;1;Sports Car;no;$3,804;2;No;3;$0;6;0
Tesla;Model 3;2021;Electric;340;24693;0;40884;1;TRUE;1;2;985708958;;;33;0;TRUE;$37,352;FALSE;F;33;$10,950;6;Sports Car;no;$8,994;1;No;4;$0;1;0
Toyota;Camry;2023;Hybrid;242;5000;0;29500;1;TRUE;1;1;643840649;;;60;0;TRUE;$22,796;TRUE;M;52;$9,780;13;Minivan;yes;$9,818;3;No;3;$4,255;17;1
Ford;Explorer;2003;Petrol;411;299952;2;2000;2;FALSE;1;12;614796460;;;48;0;TRUE;;FALSE;F;5;$13,690;7;Sports Car;no;$0;0;No;0;$0;9;0
Chevrolet;Silverado;2020;Electric;342;51965;0;20303;1;FALSE;3;4;551521725;;;51;0;TRUE;$15,641;TRUE;F;58;$17,800;6;SUV;no;$0;0;Yes;0;$0;7;0
Toyota;Camry;2008;Petrol;290;226164;0;2000;3;FALSE;4;9;681947848;;;50;0;TRUE;$62,570;FALSE;F;49;$18,760;6;Minivan;no;$0;0;No;0;$11,088;6;1
BMW;5 Series;2021;Diesel;369;36827;0;38862;1;TRUE;1;2;378017253;;;43;0;TRUE;$89,575;TRUE;M;32;$16,930;1;Van;yes;$0;0;No;3;$0;12;0
Toyota;Highlander;2012;Hybrid;144;165720;1;2000;3;TRUE;3;5;819334428;;;44;0;FALSE;$21,102;FALSE;M;26;$20,100;3;Van;yes;$6,921;3;No;0;$0;8;0
BMW;5 Series;2023;Electric;349;6519;0;48913;1;TRUE;3;1;125449255;;;43;1;TRUE;$59,379;TRUE;F;38;$17,110;1;Sports Car;no;$0;0;No;0;$0;1;0
BMW;3 Series;2017;Hybrid;246;88865;0;20189;1;FALSE;2;5;285378053;;;42;3;TRUE;$40,036;TRUE;M;55;$9,700;1;Pickup;no;$0;0;No;0;$0;7;0
Tesla;Model X;2008;Electric;755;231071;0;2000;2;FALSE;4;8;762862176;;;44;0;TRUE;$26,821;TRUE;M;10;$11,600;3;Pickup;yes;$4,055;4;No;0;$0;9;0
Chevrolet;Equinox;2011;Petrol;226;185025;0;2000;4;FALSE;3;3;751381133;;;38;0;TRUE;$69,604;FALSE;F;36;$16,990;6;SUV;no;$0;0;No;0;$0;12;0
Chevrolet;Tahoe;2016;Hybrid;140;97660;0;9734;1;TRUE;2;8;112992003;;;38;0;TRUE;$88,981;FALSE;M;19;$22,450;7;Van;yes;$4,986;2;No;0;$1,031;17;1
Chevrolet;Malibu;2005;Diesel;282;269599;0;2000;1;FALSE;4;7;126873088;;;49;0;TRUE;$46,336;TRUE;F;5;$11,030;1;Sports Car;no;$0;0;No;0;$0;4;0
Honda;Accord;2016;Diesel;135;100252;0;9474;1;FALSE;3;3;843643308;;;51;0;TRUE;$61,046;TRUE;F;12;$23,520;9;Pickup;no;$0;0;No;4;$0;8;0
Toyota;Camry;2019;Hybrid;249;61882;0;17811;1;TRUE;2;2;421212802;;;38;0;TRUE;$37,999;TRUE;M;43;$6,120;11;Pickup;yes;$37,481;2;No;4;$0;1;0
Nissan;Altima;2016;Diesel;293;112309;0;8269;1;TRUE;4;1;482292128;;;48;0;TRUE;;TRUE;M;39;$6,300;10;Pickup;yes;$0;0;No;2;$0;20;0
Tesla;Model Y;2011;Electric;761;179319;2;2000;3;FALSE;1;8;130438625;;;34;1;TRUE;$41,816;TRUE;F;65;$15,630;4;Minivan;no;$0;0;No;0;$0;8;0
BMW;5 Series;2005;Diesel;454;276465;0;2000;1;FALSE;4;14;221114276;;;33;3;TRUE;$86,861;FALSE;M;5;$26,030;17;Minivan;no;$0;0;No;0;$0;8;0
Chevrolet;Tahoe;2014;Petrol;307;131289;0;3371;2;TRUE;5;6;163360751;;;41;0;TRUE;$115,516;TRUE;M;17;$17,150;7;Minivan;yes;$0;0;Yes;1;$0;14;0
Toyota;Prius;2013;Petrol;298;146763;1;2000;3;TRUE;3;3;174395405;;;33;0;TRUE;$0;FALSE;F;36;$17,340;7;SUV;no;$0;0;Yes;1;$0;12;0
BMW;X5;2014;Petrol;495;142579;2;3736;2;TRUE;3;8;673724280;;;39;0;TRUE;$84,464;TRUE;M;44;$12,770;3;Minivan;yes;$0;0;Yes;0;$0;11;0
Nissan;Sentra;2017;Diesel;262;85235;0;12476;1;TRUE;4;5;640622708;;;45;2;TRUE;$75,556;TRUE;F;26;$31,350;4;Van;no;$1,435;3;Yes;1;$7,756;8;1
Ford;Mustang;2018;Electric;405;69865;0;15513;1;FALSE;1;5;917757827;;;54;0;TRUE;$29,567;TRUE;M;18;$20,200;6;Van;no;$2,913;1;Yes;7;$7,581;1;1
BMW;X3;2007;Petrol;465;247832;3;2000;1;FALSE;1;14;950790157;;;37;1;TRUE;$79,665;TRUE;M;34;$13,170;1;Minivan;yes;$2,614;2;No;6;$0;14;0
Tesla;Model S;2021;Electric;769;36755;0;38874;1;FALSE;1;1;783469266;;;44;0;TRUE;$148,701;TRUE;M;20;$22,000;3;Minivan;yes;$0;0;No;3;$0;15;0
Volkswagen;Tiguan;2016;Diesel;177;109911;0;8508;1;TRUE;2;7;255638512;;;51;0;TRUE;$72,035;FALSE;M;41;$18,260;7;Minivan;yes;$3,077;2;No;0;$0;8;0
Tesla;Model Y;2007;Electric;553;237273;0;2000;3;FALSE;1;15;993912015;;;52;0;TRUE;$46,605;FALSE;F;28;$8,920;6;Sports Car;no;$7,035;1;No;2;$0;12;0
Ford;Mustang;2010;Diesel;209;201289;0;2000;3;FALSE;5;7;273254278;;;48;0;TRUE;$52,516;TRUE;F;37;$12,110;9;SUV;no;$0;0;No;2;$0;6;0
Nissan;Rogue;2019;Diesel;122;51383;0;18861;1;TRUE;3;1;366929625;;;55;0;TRUE;$131,889;TRUE;M;32;$20,190;20;Van;yes;$0;0;No;0;$0;12;0
Nissan;Pathfinder;2008;Petrol;213;222207;0;2000;1;FALSE;1;7;600539751;;;38;3;TRUE;$117,219;TRUE;F;47;$17,950;6;SUV;no;$0;0;No;3;$0;9;0
Chevrolet;Tahoe;2018;Hybrid;291;84015;0;14098;1;FALSE;2;1;907447835;;;43;2;TRUE;$47,983;TRUE;M;20;$16,460;4;Minivan;yes;$0;0;No;0;$0;9;0
Tesla;Model S;2021;Electric;539;28525;0;40245;1;FALSE;1;1;284182377;;;53;0;TRUE;$71,735;FALSE;F;39;$14,360;1;Sports Car;no;$6,900;4;No;4;$0;6;0
Ford;Mustang;2007;Petrol;163;237489;2;2000;4;FALSE;4;1;779355847;;;47;0;TRUE;$40,777;TRUE;F;36;$10,280;6;SUV;no;$20,372;3;Yes;3;$2,615;1;1
Tesla;Model Y;2018;Electric;742;70923;0;25679;1;TRUE;5;3;238589399;;;38;0;TRUE;$81,976;TRUE;M;19;$20,680;3;Van;yes;$0;0;No;0;$0;13;0
BMW;5 Series;2012;Petrol;500;174190;1;2000;1;TRUE;1;5;338229507;;;43;2;TRUE;$39,720;FALSE;M;22;$13,390;9;Minivan;no;$892;4;No;4;$4,261;1;1
Tesla;Model 3;2009;Electric;698;209606;0;2000;2;FALSE;1;3;207226511;;;36;0;TRUE;$0;TRUE;F;34;$16,570;1;Minivan;no;$0;0;No;5;$0;10;0
Tesla;Model 3;2006;Electric;365;255236;2;2000;2;FALSE;5;1;957845672;;;32;2;TRUE;;TRUE;F;39;$6,440;6;SUV;no;$0;0;No;2;$0;6;0
Nissan;Pathfinder;2012;Diesel;194;160132;3;2000;1;TRUE;1;7;662721687;;;37;3;TRUE;$123,358;TRUE;M;59;$8,070;4;Pickup;yes;$0;0;No;0;$0;1;0
Nissan;Rogue;2017;Diesel;196;95081;0;11491;1;TRUE;4;2;369429861;;;50;0;TRUE;$28,436;TRUE;F;40;$6,480;1;Sports Car;no;$0;0;No;0;$0;10;0
Chevrolet;Equinox;2011;Petrol;305;180815;1;2000;3;FALSE;1;12;202542739;;;39;2;TRUE;$45,678;TRUE;M;6;$16,920;11;Van;no;$8,785;1;No;0;$0;1;0
Volkswagen;Passat;2008;Diesel;180;222000;0;2000;3;FALSE;3;9;849526552;;;40;1;TRUE;$100,957;FALSE;M;45;$16,650;4;Van;yes;$0;0;No;0;$0;11;0
BMW;X3;2016;Diesel;402;104859;0;15023;1;TRUE;3;3;127146830;;;47;0;TRUE;$19,956;FALSE;M;25;$8,200;8;Minivan;yes;$25,355;2;Yes;4;$2,489;1;1
Ford;Mustang;2017;Diesel;321;93575;0;11642;1;TRUE;2;7;210529502;;;33;2;TRUE;$57,334;TRUE;M;13;$10,900;1;Pickup;yes;$0;0;No;1;$0;8;0
Chevrolet;Silverado;2008;Diesel;213;215951;2;2000;2;FALSE;4;13;438471451;;;42;2;TRUE;$110,240;TRUE;M;46;$16,720;4;Van;no;$4,925;1;No;3;$0;6;0
Ford;Escape;2013;Diesel;233;151882;2;2000;4;FALSE;4;11;663444518;;;46;0;TRUE;$46,254;TRUE;M;30;$10,730;12;Minivan;no;$0;0;No;1;$3,060;1;1
BMW;X5;2015;Diesel;455;122396;0;9600;1;TRUE;2;2;309200965;;;38;3;FALSE;$10,653;FALSE;F;16;$14,270;4;Sports Car;no;$0;0;No;3;$5,945;1;1
BMW;X5;2012;Diesel;494;161707;0;2000;3;TRUE;1;1;143289141;;;47;0;TRUE;$11,802;FALSE;F;29;$1,500;7;Sports Car;no;$6,838;4;No;5;$693;9;1
Toyota;Corolla;2002;Hybrid;144;321137;1;2000;2;FALSE;5;12;852357509;;;42;1;TRUE;$42,989;FALSE;F;12;$19,970;1;Pickup;no;$0;0;No;0;$0;1;0
Honda;Pilot;2007;Petrol;280;248454;0;2000;3;FALSE;4;14;567613454;;;40;2;TRUE;$0;FALSE;F;18;$9,730;4;Pickup;no;$0;0;Yes;2;$0;7;0
Toyota;Highlander;2010;Hybrid;248;192938;2;2000;2;FALSE;5;3;262631375;;;44;0;TRUE;$31,473;FALSE;F;36;$5,900;4;SUV;no;$0;0;No;0;$0;5;0
Tesla;Model 3;2020;Electric;587;55601;0;33233;1;FALSE;4;1;993778721;;;57;0;TRUE;$151,637;FALSE;M;21;$23,690;4;Panel Truck;yes;$1,839;2;No;3;$0;19;0
Volkswagen;Passat;2019;Diesel;219;59985;0;18001;1;TRUE;5;4;631023812;;;33;2;TRUE;$28,403;TRUE;F;53;$15,420;1;SUV;no;$1,037;3;No;12;$0;1;0
BMW;X5;2020;Electric;225;43585;0;35235;1;FALSE;1;2;584150715;;;57;0;TRUE;$68,818;TRUE;F;46;$23,050;1;Minivan;no;$0;0;No;4;$4,101;9;1
Chevrolet;Malibu;2019;Diesel;362;68163;0;17183;1;FALSE;3;3;72133814;;;46;0;TRUE;$28,302;TRUE;F;13;$6,100;10;Sports Car;no;$0;0;No;0;$0;;0
Chevrolet;Malibu;2009;Petrol;189;203291;1;2000;2;FALSE;2;3;716196821;;;56;2;TRUE;$38,290;FALSE;F;5;$13,250;6;SUV;no;$7,716;3;No;0;$5,846;8;1
Honda;Pilot;2006;Petrol;258;255143;2;2000;4;FALSE;2;17;699416315;;;65;2;TRUE;$98,581;FALSE;F;13;$13,960;18;Sports Car;no;$9,126;1;No;0;$0;12;0
Chevrolet;Silverado;2020;Electric;384;43068;0;21193;1;TRUE;1;1;552019089;;;40;3;TRUE;$189,555;TRUE;F;35;$22,010;1;Pickup;no;$0;0;Yes;1;$0;16;0
BMW;3 Series;2003;Diesel;461;292136;2;2000;4;FALSE;1;3;439469056;;;39;0;TRUE;$6,929;TRUE;F;42;$6,090;6;SUV;no;$0;0;No;0;$0;5;0
Ford;F-150;2023;Hybrid;450;5000;0;29500;1;TRUE;2;1;943142506;;;58;0;TRUE;$113,195;FALSE;M;21;$18,620;11;Van;no;$4,020;2;No;0;$4,274;12;1
Nissan;Sentra;2001;Diesel;278;336544;1;2000;3;FALSE;3;16;968194039;;;46;0;TRUE;;TRUE;F;49;$8,200;10;Minivan;no;$3,916;1;No;0;$0;14;0
Toyota;Prius;2005;Petrol;291;270278;1;2000;4;FALSE;3;4;705048911;;;47;0;TRUE;$70,440;FALSE;F;22;$13,240;1;SUV;no;$0;0;No;2;$0;11;0
Honda;Civic;2013;Petrol;254;149079;1;2000;4;TRUE;3;11;472584024;;;41;2;TRUE;$111,014;FALSE;F;35;$16,700;4;SUV;no;$0;0;No;0;$0;17;0
Toyota;Highlander;2013;Petrol;162;147328;0;2000;1;TRUE;2;11;148553919;;;49;0;TRUE;$64,884;FALSE;F;33;$12,890;3;SUV;no;$864;3;No;3;$0;4;0
Ford;Explorer;2010;Diesel;219;188461;0;2000;3;FALSE;3;2;647555898;;;49;0;TRUE;$60,413;FALSE;M;17;$7,540;1;Minivan;yes;$0;0;No;0;$0;;0
Tesla;Model X;2016;Electric;598;101067;0;15655;1;TRUE;3;6;838260596;;;39;2;TRUE;$89,362;TRUE;F;5;$11,620;1;SUV;no;$0;0;No;5;$2,017;10;1
BMW;3 Series;2012;Petrol;231;152736;1;2000;2;TRUE;1;1;268198696;;;50;0;TRUE;$60,854;FALSE;M;28;$28,330;10;Panel Truck;no;$607;3;No;4;$7,400;7;1
Ford;Escape;2022;Hybrid;318;16024;0;26897;1;TRUE;3;1;815160542;;;48;0;TRUE;$57,601;TRUE;F;53;$15,790;6;Minivan;no;$27,682;2;Yes;5;$0;7;0
Ford;Mustang;2019;Electric;375;67553;0;17244;1;FALSE;5;2;295945096;;;42;0;TRUE;$124,867;TRUE;M;52;$18,190;1;Van;yes;$0;0;No;2;$0;15;0
Honda;Pilot;2003;Diesel;177;291071;0;2000;4;FALSE;2;14;574513469;;;55;0;TRUE;$97,890;TRUE;M;10;$24,930;10;Panel Truck;yes;$569;1;No;4;$0;18;0
Chevrolet;Equinox;2000;Petrol;143;348126;0;2000;4;FALSE;4;6;821199816;;;41;0;FALSE;$78,834;TRUE;M;15;$29,830;1;Panel Truck;yes;$9,980;1;No;4;$0;17;0
Tesla;Model S;2007;Electric;713;242108;0;2000;1;FALSE;5;16;34418052;;;48;0;TRUE;$53,350;TRUE;M;5;$1,500;4;Minivan;no;$0;0;No;1;$0;7;0
Nissan;Sentra;2011;Petrol;147;185114;1;2000;1;TRUE;2;8;143402953;;;37;4;TRUE;$117,454;TRUE;F;44;$21,690;1;Minivan;no;$5,373;1;No;7;$0;14;0
Volkswagen;Golf;2014;Petrol;181;130851;1;3414;2;TRUE;4;4;846275552;;;36;2;TRUE;$45,778;TRUE;M;26;$21,180;1;Van;yes;$40,554;2;No;4;$0;;0
Chevrolet;Tahoe;2018;Hybrid;237;68302;0;15669;1;TRUE;5;4;753621305;;;39;1;TRUE;;TRUE;F;40;$11,780;6;Sports Car;no;$8,156;2;No;5;$5,289;8;1
BMW;X5;2014;Diesel;448;128057;0;6157;1;TRUE;3;7;265795286;;;54;0;TRUE;$50,925;FALSE;F;25;$8,780;6;Sports Car;no;$4,777;3;No;6;$0;14;0
Tesla;Model X;2011;Electric;501;170763;2;2000;4;TRUE;4;3;679160940;;;40;3;FALSE;;TRUE;F;5;$16,910;7;Minivan;no;$0;0;No;0;$0;1;0
Toyota;Prius;2003;Petrol;284;298775;0;2000;1;FALSE;3;18;103293644;;;34;1;TRUE;$45,384;FALSE;F;39;$9,810;4;SUV;no;$0;0;No;0;$0;8;0
Chevrolet;Equinox;2002;Diesel;415;310649;1;2000;3;FALSE;5;7;136704049;;;36;4;TRUE;$27,579;FALSE;F;34;$7,860;4;Minivan;no;$0;0;No;0;$0;1;0
Toyota;Prius;2010;Hybrid;242;191497;0;2000;1;FALSE;5;6;436659487;;;60;0;TRUE;$4,103;TRUE;F;51;$7,910;4;SUV;no;$0;0;No;4;$0;;0
Chevrolet;Silverado;2019;Hybrid;346;57118;0;18288;1;TRUE;1;3;973990002;;;48;0;TRUE;$55,760;TRUE;F;32;$34,000;1;Pickup;no;$0;0;No;1;$0;12;0
Nissan;Rogue;2005;Diesel;242;266681;0;2000;1;FALSE;3;2;542481113;;;42;2;TRUE;$26,770;FALSE;M;15;$18,900;1;Van;no;$0;0;Yes;0;$1,946;;1
Tesla;Model 3;2020;Electric;380;39373;0;35937;1;FALSE;2;4;407080648;;;39;2;TRUE;$31,924;FALSE;M;50;$11,300;11;Pickup;yes;$3,774;2;No;0;$3,905;7;1
Toyota;Camry;2013;Hybrid;174;151691;0;2000;3;TRUE;4;7;102861617;;;62;4;TRUE;$53,698;TRUE;F;75;$13,070;1;Sports Car;no;$3,664;1;No;0;$5,064;1;1
Ford;Mustang;2017;Diesel;323;96019;0;11398;1;TRUE;3;7;436634437;;;55;0;TRUE;$72,391;TRUE;F;24;$13,740;4;Pickup;no;$9,119;3;No;2;$0;15;0
Nissan;Altima;2011;Petrol;293;177809;1;2000;4;TRUE;2;3;123925752;;;39;1;TRUE;$103,142;TRUE;F;50;$20,680;1;Minivan;no;$33,399;2;No;3;$0;6;0
Honda;Pilot;2014;Diesel;254;138787;1;2621;1;TRUE;4;9;390450843;;;41;4;FALSE;$29,895;TRUE;M;39;$22,480;10;Van;no;$3,856;4;No;2;$0;1;0
Chevrolet;Malibu;2010;Petrol;140;201550;0;2000;3;FALSE;1;7;382990882;;;38;0;TRUE;$72,350;TRUE;M;15;$33,070;1;Minivan;no;$0;0;No;1;$0;10;0
Tesla;Model S;2021;Electric;920;32883;0;39519;1;TRUE;1;1;349773525;;;49;0;TRUE;$58,225;TRUE;F;70;$12,580;6;SUV;no;$2,856;1;No;3;$0;8;0
Volkswagen;Passat;2017;Diesel;175;84294;0;12570;1;FALSE;3;6;869157239;;;57;0;TRUE;$7,280;TRUE;M;14;$36,360;1;Minivan;yes;$15,724;2;Yes;6;$6,139;9;1
Ford;F-150;2019;Diesel;158;59485;0;18051;1;FALSE;3;4;340152817;;;32;4;TRUE;$51,554;FALSE;F;60;$13,990;1;SUV;no;$2,551;2;No;3;$6,040;8;1
Nissan;Altima;2004;Petrol;124;279762;1;2000;2;FALSE;5;13;299321368;;;40;3;TRUE;$62,000;TRUE;M;22;$13,720;6;Minivan;yes;$26,951;3;No;6;$0;8;0
